,ID,Class,Title,Year,Semester,course evaluation,attendance rate,learning load,course difficulty,teaching ability,achievement level,recommendation rate
39649,MATH161,10,미적분학및연습I공과대학 신소재공학부 '22학번 (196 ~ 끝),2022,1학기,4.2,0.75,4.1,4.1,4.3,3.9,50.0%
39650,MATH161,09,미적분학및연습I공과대학 신소재공학부 '22학번 (149 ~ 195),2022,1학기,2.7,1.0,3.8,3.9,2.4,2.7,11.1%
39651,MATH161,08,미적분학및연습I공과대학 신소재공학부 '22학번 (101 ~ 148),2022,1학기,4.7,1.0,4.2,3.8,4.8,4.2,65.0%
39652,MATH161,07,미적분학및연습I공과대학 화공생명공학과 '22학번 (044 ~ 끝),2022,1학기,4.6,1.0,3.8,3.6,4.6,4.1,50.0%
39653,MATH161,06,미적분학및연습I공과대학 화공생명공학과 '22학번 (001 ~ 043),2022,1학기,4.4,1.0,4.1,3.8,4.9,4.3,60.0%
39654,MATH161,05,미적분학및연습I사범대학 수학교육과 '22학번,2022,1학기,4.3,1.0,4.0,3.6,3.9,3.6,41.7%
39655,MATH161,04,"미적분학및연습I이과대학 지구환경과학과 '22학번, 정보대학 데이터과학과",2022,1학기,3.7,1.0,4.3,4.1,3.7,3.3,33.3%
39656,MATH161,03,"미적분학및연습I이과대학 화학과 '22학번, 정보대학 데이터과학과",2022,1학기,4.4,0.5,4.4,4.2,4.7,3.9,66.7%
39657,MATH161,02,"미적분학및연습I이과대학 물리학과 '22학번, 정보대학 데이터과학과",2022,1학기,4.6,1.0,4.1,3.6,4.8,4.4,73.5%
39658,MATH161,01,미적분학및연습I(영강)이과대학 수학과 '22학번,2022,1학기,4.2,0.5,3.7,3.4,4.3,4.0,55.0%
39661,LIET155,16,화학의기초실험Ⅰ수강신청방법: 자율수강신청,2022,1학기,4.2,1.0,3.3,3.3,3.5,3.5,50.0%
39663,LIET155,14,화학의기초실험Ⅰ수강신청방법: 자율수강신청,2022,1학기,3.7,1.0,3.9,3.4,3.9,3.3,42.9%
39664,LIET155,13,화학의기초실험Ⅰ수강신청방법: 자율수강신청,2022,1학기,4.0,1.0,4.0,3.9,4.0,3.0,57.1%
39665,LIET155,12,화학의기초실험Ⅰ수강신청방법: 자율수강신청,2022,1학기,4.2,1.0,3.6,3.0,4.0,3.2,60.0%
39667,LIET155,10,화학의기초실험Ⅰ수강신청방법: 자율수강신청,2022,1학기,4.8,1.0,2.9,2.4,4.0,4.0,66.7%
39668,LIET155,09,화학의기초실험Ⅰ수강신청방법: 자율수강신청,2022,1학기,3.6,1.0,3.7,3.6,3.4,3.7,28.6%
39671,LIET155,06,화학의기초실험Ⅰ수강신청방법: 자율수강신청,2022,1학기,4.1,1.0,3.4,3.7,3.9,3.3,28.6%
39672,LIET155,05,화학의기초실험Ⅰ수강신청방법: 자율수강신청,2022,1학기,4.8,1.0,3.2,3.0,4.5,3.8,50.0%
39673,LIET155,04,화학의기초실험Ⅰ수강신청방법: 자율수강신청,2022,1학기,4.5,1.0,3.7,3.7,3.8,3.8,50.0%
39674,LIET155,03,화학의기초실험Ⅰ수강신청방법: 자율수강신청,2022,1학기,4.9,1.0,3.2,3.4,4.2,4.2,66.7%
39676,LIET155,01,화학의기초실험Ⅰ수강신청방법: 자율수강신청,2022,1학기,4.4,1.0,3.3,3.1,3.3,3.7,42.9%
39677,LIET153,02,생물통계학,2022,1학기,4.8,1.0,3.4,3.0,4.5,4.1,92.6%
39678,LIET153,01,생물통계학,2022,1학기,3.6,1.0,3.2,3.0,3.7,2.9,11.5%
39679,LIET151,03,화학의기초및연습Ⅰ(영강)수강신청방법: 자율수강신청,2022,1학기,3.0,0.75,3.6,3.5,2.3,3.0,31.6%
39680,LIET151,02,화학의기초및연습Ⅰ수강신청방법: 자율수강신청,2022,1학기,3.7,0.5,4.2,3.7,2.9,3.4,16.7%
39681,LIET151,01,화학의기초및연습Ⅰ(영강)수강신청방법: 자율수강신청,2022,1학기,4.1,0.75,4.0,3.6,3.8,3.7,55.8%
39683,LIBS153,31,일반생물학실험I보건과학대학 보건환경융합과학부 2022학번 (301~끝),2022,1학기,4.7,1.0,2.0,2.2,4.5,4.5,66.7%
39684,LIBS153,30,일반생물학실험I보건과학대학 보건환경융합과학부 2022학번 (281~300),2022,1학기,3.8,1.0,2.2,1.6,3.0,2.6,40.0%
39686,LIBS153,28,일반생물학실험I보건과학대학 보건환경융합과학부 2022학번 (241~260),2022,1학기,4.0,1.0,3.0,3.0,3.8,3.8,40.0%
39689,LIBS153,24,일반생물학실험I보건과학대학 바이오시스템의과학부 2022학번 (39~57),2022,1학기,4.1,1.0,3.4,2.6,3.9,3.9,28.6%
39693,LIBS153,20,일반생물학실험I생명과학대학 재수강/편입생/전체학과,2022,1학기,4.1,1.0,3.9,3.4,4.3,3.4,42.9%
39694,LIBS153,19,일반생물학실험I환경생태공학부 2022학번 (558~끝),2022,1학기,4.4,1.0,3.8,2.8,3.2,3.6,20.0%
39695,LIBS153,18,일반생물학실험I환경생태공학부 2022학번 (539~557),2022,1학기,3.8,1.0,3.6,3.4,3.2,3.4,40.0%
39697,LIBS153,16,일반생물학실험I 환경생태공학부 2022학번 (501~519),2022,1학기,4.0,1.0,3.5,2.8,3.5,3.5,50.0%
39698,LIBS153,15,일반생물학실험I식품공학과 2022학번 (435~끝),2022,1학기,3.4,1.0,3.8,3.8,3.2,3.0,20.0%
39699,LIBS153,14,일반생물학실험I식품공학과 2022학번 (418~434),2022,1학기,4.6,1.0,3.2,3.2,4.2,4.6,60.0%
39700,LIBS153,13,일반생물학실험I식품공학과 2022학번 (401~417),2022,1학기,3.8,1.0,3.2,2.4,2.6,3.4,20.0%
39703,LIBS153,10,일반생물학실험I생명공학부 2022학번 (261~280),2022,1학기,3.8,1.0,3.7,3.0,4.0,3.8,16.7%
39704,LIBS153,09,일반생물학실험I생명공학부 2022학번 (241~260),2022,1학기,4.7,1.0,3.3,2.7,4.4,4.4,71.4%
39705,LIBS153,08,일반생물학실험I생명공학부 2022학번 (221~240),2022,1학기,4.8,1.0,2.6,2.4,3.8,3.6,80.0%
39708,LIBS153,05,일반생물학실험I생명과학부 2022학번 (77~95),2022,1학기,4.4,1.0,3.2,2.8,4.0,3.2,60.0%
39709,LIBS153,04,일반생물학실험I생명과학부 2022학번 (58~76),2022,1학기,4.3,1.0,2.5,2.3,4.3,3.8,50.0%
39712,LIBS153,01,일반생물학실험I생명과학부 2022학번 (01~19),2022,1학기,4.5,1.0,3.5,3.0,3.8,4.0,50.0%
39713,LIBS151,14,일반생물학및연습I재수강/편입생/전체학과,2022,1학기,4.1,0.75,3.8,2.9,4.3,3.6,36.0%
39714,LIBS151,13,"일반생물학및연습I(영강)외국국적, 12년 이상 외국에서 공부한 학생",2022,1학기,4.5,0.5,3.3,2.9,4.1,4.0,50.0%
39715,LIBS151,12,일반생물학및연습I 보건과학대학 보건환경융합과학부 2022학번 (61~끝),2022,1학기,3.8,0.75,3.6,3.3,3.0,3.1,13.3%
39716,LIBS151,11,일반생물학및연습I보건과학대학 보건환경융합과학부 2022학번 (1~60),2022,1학기,4.3,0.75,3.7,2.8,3.3,3.3,41.7%
39717,LIBS151,10,일반생물학및연습I보건과학대학 바이오시스템의과학부 2022학번 (1~끝),2022,1학기,3.0,0.75,4.0,3.2,2.0,2.7,4.5%
39718,LIBS151,09,일반생물학및연습I간호대학 2022학번,2022,1학기,3.8,0.5,4.6,4.0,2.9,3.5,18.2%
39719,LIBS151,08,일반생물학및연습I의예과 2022학번,2022,1학기,3.7,0.75,3.6,2.9,3.0,3.4,28.6%
39720,LIBS151,06,일반생물학및연습I환경생태공학부 2022학번 (501~끝),2022,1학기,4.7,0.75,3.6,3.0,4.8,3.9,73.3%
39721,LIBS151,05,일반생물학및연습I식품공학과 2022학번 (401~끝),2022,1학기,3.1,1.0,4.1,3.5,2.6,2.7,17.6%
39722,LIBS151,04,일반생물학및연습I생명공학부 2022학번 (261~끝),2022,1학기,3.9,1.0,4.0,3.4,3.4,3.4,28.6%
39723,LIBS151,03,일반생물학및연습I생명공학부 2022학번 (201~260),2022,1학기,3.9,0.75,4.1,4.0,3.5,3.5,33.3%
39724,LIBS151,02,일반생물학및연습I생명과학부 2022학번 (57~끝),2022,1학기,3.2,0.75,4.2,3.6,3.1,3.1,5.9%
39725,LIBS151,01,일반생물학및연습I생명과학부 2022학번 (01~56),2022,1학기,3.8,0.75,4.0,3.7,3.3,3.5,35.0%
39726,LIBS150,08,생명과학인문계열 및 심리학부 2022학번 수강 신청가능,2022,1학기,3.2,0.5,3.8,3.7,2.9,2.9,11.1%
39727,LIBS150,07,생명과학인문계열 및 심리학부 2022학번 수강 신청가능,2022,1학기,4.7,0.5,3.1,2.7,4.4,3.8,50.0%
39728,LIBS150,06,생명과학공과대학생만 수강 신청가능,2022,1학기,3.3,1.0,4.0,3.1,2.8,3.4,55.6%
39729,LIBS150,05,생명과학공과대학생만 수강 신청가능,2022,1학기,4.7,0.75,3.4,3.1,4.5,4.4,72.7%
39730,LIBS150,04,생명과학공과대학생만 수강 신청가능,2022,1학기,4.3,1.0,3.6,2.7,4.3,3.6,41.7%
39731,LIBS150,02,생명과학공과대학생만 수강 신청가능,2022,1학기,4.1,1.0,3.0,2.4,3.9,3.0,47.6%
39732,LIBS150,01,생명과학공과대학생만 수강 신청가능,2022,1학기,3.4,0.5,3.0,2.6,2.4,2.7,30.0%
39734,EAES153,02,지구환경과학실험I,2022,1학기,3.6,0.75,3.5,3.3,3.5,3.0,25.0%
39735,EAES153,01,지구환경과학실험I,2022,1학기,4.6,0.75,2.6,2.8,4.3,3.9,66.7%
39736,EAES151,02,지구환경과학및연습I,2022,1학기,3.7,1.0,4.2,3.2,3.9,3.4,35.7%
39737,EAES151,01,지구환경과학및연습I지구환경과학과,2022,1학기,4.1,1.0,3.4,2.8,3.3,3.6,55.6%
39738,CYDF157,00,과목98,2022,1학기,4.6,0.5,3.2,2.4,3.6,3.4,60.0%
39739,CYDF153,00,과목14,2022,1학기,4.5,0.75,2.1,2.1,3.5,2.5,45.5%
39740,CYDF150,00,과목 1(영강),2022,1학기,3.6,0.5,4.4,4.3,3.0,3.3,25.0%
39741,CHEM157,01,일반화학의예과(‘22학번),2022,1학기,3.2,0.75,3.7,3.4,3.3,2.7,22.2%
39743,CHEM155,20,일반화학실험‘22학번외 CHEM 155 미이수자/재수강 (이과대 제외),2022,1학기,4.9,1.0,3.9,2.9,4.7,4.3,42.9%
39748,CHEM155,12,일반화학실험산업경영 ('22학번 821 ~ 840),2022,1학기,4.2,1.0,4.0,3.0,3.6,3.4,20.0%
39761,CHEM153,49,일반화학실험Ⅰ‘22학번외 CHEM 153 미이수자/재수강 (이과대 제외),2022,1학기,3.9,1.0,3.6,3.4,3.4,3.3,42.9%
39768,CHEM153,42,일반화학실험Ⅰ보건환경융합 ('22학번 219 ~ 236),2022,1학기,4.2,1.0,3.0,3.0,3.6,3.6,20.0%
39769,CHEM153,41,일반화학실험Ⅰ보건환경융합 ('22학번 201 ~ 218),2022,1학기,4.8,1.0,2.8,3.4,4.6,4.0,60.0%
39772,CHEM153,38,일반화학실험Ⅰ바이오시스템 ('22학번 119 ~ 135),2022,1학기,4.9,1.0,2.4,2.4,4.9,4.0,57.1%
39779,CHEM153,28,일반화학실험Ⅰ건축사회환경 ('22학번 301 ~ 318),2022,1학기,3.9,1.0,3.5,2.5,3.3,3.5,30.0%
39781,CHEM153,26,일반화학실험Ⅰ전기전자공학부 ('22학번 1057 ~ 1072),2022,1학기,4.6,1.0,2.6,2.0,4.2,4.4,40.0%
39785,CHEM153,22,일반화학실험Ⅰ전기전자공학부 ('22학번 991 ~ 1008),2022,1학기,5.0,1.0,3.2,3.2,4.6,4.6,100.0%
39788,CHEM153,19,일반화학실험Ⅰ전기전자공학부 ('22학번 937 ~ 954),2022,1학기,4.8,1.0,2.9,2.9,4.9,4.8,75.0%
39789,CHEM153,18,일반화학실험Ⅰ전기전자공학부 ('22학번 919 ~ 936),2022,1학기,4.5,1.0,3.6,2.8,4.0,4.0,60.0%
39790,CHEM153,17,일반화학실험Ⅰ전기전자공학부 ('22학번 901 ~ 918),2022,1학기,4.0,1.0,3.0,3.0,3.8,3.6,60.0%
39797,CHEM153,09,일반화학실험Ⅰ지구 '22학번,2022,1학기,4.7,1.0,3.3,3.1,4.1,4.1,50.0%
39799,CHEM153,07,일반화학실험Ⅰ물리 '22학번,2022,1학기,4.2,1.0,2.6,2.2,4.6,3.8,40.0%
39802,CHEM153,03,일반화학실험Ⅰ화학 ('22학번 225 ~ 237),2022,1학기,4.7,1.0,2.8,3.0,4.3,4.5,83.3%
39804,CHEM153,01,일반화학실험Ⅰ화학 ('22학번 201 ~ 212),2022,1학기,4.4,1.0,3.3,2.9,4.6,4.3,45.5%
39805,CHEM151,14,"일반화학및연습Ⅰ(영강)미이수 및 재수강, 외국인반, 영강(물리, 화학, 지구, 화공생명 제외)",2022,1학기,4.3,0.75,3.3,2.8,2.5,3.6,45.5%
39806,CHEM151,13,"일반화학및연습Ⅰ미이수 및 재수강(물리, 화학, 지구, 화공생명 제외)",2022,1학기,3.8,1.0,3.7,3.5,4.2,3.4,42.9%
39807,CHEM151,12,일반화학및연습Ⅰ보건환경융합(‘22학번) (261-끝),2022,1학기,4.0,1.0,3.7,3.4,4.2,3.6,38.9%
39808,CHEM151,11,일반화학및연습Ⅰ보건환경융합(‘22학번) (201-260),2022,1학기,4.2,1.0,3.6,3.6,3.5,3.7,50.0%
39809,CHEM151,10,일반화학및연습Ⅰ바이오시스템(‘22학번),2022,1학기,3.5,1.0,4.2,4.1,4.0,3.4,10.0%
39810,CHEM151,09,"일반화학및연습Ⅰ(영강)건축사회환경(‘22학번), 융합에너지(‘22학번), 영강",2022,1학기,4.0,0.75,3.5,3.3,2.9,3.1,28.6%
39811,CHEM151,08,일반화학및연습Ⅰ전기전자(‘22학번) (1011-끝),2022,1학기,2.6,0.75,3.9,4.3,1.7,2.3,
39812,CHEM151,07,일반화학및연습Ⅰ전기전자(‘22학번) (901-1010),2022,1학기,2.4,0.75,3.7,4.1,1.6,2.4,14.8%
39813,CHEM151,06,일반화학및연습Ⅰ신소재(‘22학번) (191-끝),2022,1학기,3.9,1.0,3.3,3.4,3.0,3.4,40.0%
39814,CHEM151,05,일반화학및연습Ⅰ신소재(‘22학번) (101-190),2022,1학기,3.7,0.75,3.3,3.0,3.2,3.2,32.4%
39815,CHEM151,04,일반화학및연습Ⅰ(영강)화공생명(‘22학번),2022,1학기,2.3,1.0,4.3,4.8,2.4,2.2,6.9%
39816,CHEM151,03,일반화학및연습Ⅰ화학(‘22학번),2022,1학기,3.1,1.0,4.5,4.4,3.7,3.5,10.0%
39817,CHEM151,02,"일반화학및연습Ⅰ지구(22학번), CHEM151 미이수 및 재수강(물리, 화학, 지구, 화공생명)",2022,1학기,3.8,1.0,3.1,3.5,3.7,3.1,33.3%
39818,CHEM151,01,"일반화학및연습Ⅰ수학(‘22학번), 물리(‘22학번)",2022,1학기,2.8,0.75,4.0,3.6,2.0,2.9,20.0%
39819,CHEM150,04,일반화학및연습바이오의공학부(‘22학번),2022,1학기,4.2,0.75,2.6,2.4,2.5,3.3,42.9%
39820,CHEM150,03,"일반화학및연습산업경영('22), 재수강",2022,1학기,4.4,0.75,3.7,3.2,4.6,3.8,71.4%
39821,CHEM150,02,"일반화학및연습(영강)기계공학부(‘22 번) (665-끝), 영강",2022,1학기,3.7,0.75,3.5,3.5,2.8,2.9,25.0%
39822,CHEM150,01,"일반화학및연습(영강)기계공학부(‘22학번) (601-664), 영강",2022,1학기,3.6,0.75,3.0,3.2,2.6,2.8,28.6%
39823,SPGE225,00,합창음악과발성법의이해,2022,1학기,4.7,1.0,1.7,1.9,4.6,4.0,71.6%
39824,SPGE224,00,중급음악이론,2022,1학기,4.7,1.0,3.7,3.8,4.7,4.5,56.5%
39825,SPGE223,02,다양성과미래사회,2022,1학기,4.1,1.0,2.7,2.2,3.6,3.6,55.6%
39826,SPGE223,01,다양성과미래사회,2022,1학기,4.6,1.0,2.0,1.9,4.0,3.9,61.8%
39828,SPGE221,01,스타트업CAMPUSCEO2.0(II),2022,1학기,3.3,1.0,3.5,3.0,2.6,2.9,
39829,SPGE220,02,스타트업CampusCEO2.0(I),2022,1학기,4.0,0.75,1.6,1.6,1.4,2.0,
39830,SPGE220,01,스타트업CampusCEO2.0(I),2022,1학기,3.3,0.75,2.1,1.9,2.2,2.1,13.3%
39831,SPGE217,00,스타트업소셜이노베이션,2022,1학기,4.5,0.75,2.8,2.8,4.7,4.3,61.5%
39832,SPGE209,00,한국음악의세계,2022,1학기,4.3,0.75,2.2,1.9,4.2,3.0,46.7%
39833,SPGE176,00,한국의역사와문화(영강),2022,1학기,4.3,0.5,2.6,1.8,3.7,2.9,61.1%
39834,SPGE166,00,기초음악작곡법,2022,1학기,4.7,0.75,3.6,3.4,4.5,4.5,76.5%
39835,SPGE129,00,사회봉사의이론과실제,2022,1학기,4.2,1.0,1.8,1.9,3.3,2.7,50.0%
39836,SPGE115,00,오페라의세계,2022,1학기,4.7,1.0,1.6,2.0,4.5,3.8,64.3%
39837,SPGE112,00,기초음악이론,2022,1학기,4.6,1.0,3.5,3.4,4.5,3.9,68.6%
39838,SPGE108,00,판소리의이해,2022,1학기,4.3,0.75,3.1,2.8,4.3,3.6,56.9%
39839,SPGE107,00,낭만파음악산책,2022,1학기,4.2,1.0,3.4,3.1,3.7,3.6,55.0%
39841,SPFL131,G1,심화글쓰기외국인반(고급)/대면수업,2022,1학기,4.8,1.0,3.4,3.0,4.6,4.6,80.0%
39844,SPFL131,04,심화글쓰기콘텐츠기반글쓰기/비대면수업,2022,1학기,4.8,0.75,1.9,1.6,3.6,3.0,55.6%
39845,SPFL131,03,심화글쓰기자기성찰적글쓰기/비대면수업,2022,1학기,4.4,0.75,2.8,2.5,4.1,3.8,50.0%
39846,SPFL131,02,심화글쓰기자기성찰적글쓰기/대면수업,2022,1학기,4.5,1.0,3.2,2.1,4.5,4.1,87.5%
39847,SPFL131,01,심화글쓰기진로역량강화글쓰기/대면수업,2022,1학기,4.4,0.75,2.3,1.9,3.5,3.3,33.3%
39849,SPAN126,00,스페인어문법Ⅰ(외국어강의),2022,1학기,3.9,0.75,2.7,2.5,3.6,2.9,33.3%
39851,SPAN124,00,스페인어작문(외국어강의),2022,1학기,4.6,1.0,2.4,2.3,2.6,2.6,62.5%
39852,SPAN123,00,스페인어회화(외국어강의),2022,1학기,4.2,1.0,2.3,2.2,3.6,2.8,25.0%
39853,SPAN105,00,라틴아메리카의이해,2022,1학기,4.1,1.0,3.8,3.6,3.9,3.7,47.6%
39854,SPAN104,00,환상문학의세계,2022,1학기,4.5,1.0,2.8,2.6,4.3,4.0,61.9%
39855,SPAN103,00,스페인문화의이해,2022,1학기,4.7,0.75,1.2,1.3,2.6,2.1,57.9%
39856,SPAN102,00,로마제국의흥망과로망스어의확장,2022,1학기,4.2,0.75,2.5,2.3,2.4,3.0,80.0%
39857,SOCI126,00,사회학입문,2022,1학기,4.4,1.0,3.6,2.9,3.8,3.5,44.7%
39858,SOCI125,00,생애주기의이해,2022,1학기,3.8,1.0,3.2,2.1,2.7,2.8,25.0%
39859,SOCI124,00,여가와사회,2022,1학기,3.5,0.25,3.2,2.4,2.1,2.4,9.7%
39860,SOCI116,00,성과사회,2022,1학기,3.9,0.75,3.0,2.6,2.9,2.8,44.4%
39861,SOCI115,00,현대사회와NGO,2022,1학기,2.6,0.75,4.1,2.8,2.2,2.3,8.7%
39862,SOCI114,00,정보사회론,2022,1학기,4.2,1.0,3.7,2.6,3.3,2.9,43.3%
39863,SOCI113,00,사회복지의이해,2022,1학기,3.4,0.5,2.6,2.8,2.7,2.5,14.3%
39864,RUSS121,00,러시아공연예술,2022,1학기,4.0,0.75,3.7,3.0,3.6,3.4,50.0%
39865,PSYC110,02,심리학의이해,2022,1학기,4.4,1.0,4.0,3.1,4.4,3.9,52.4%
39866,PSYC110,01,심리학의이해,2022,1학기,4.3,0.75,3.8,3.2,3.8,3.7,54.3%
39867,POLI152,00,정치학의기본탐구,2022,1학기,3.4,0.5,3.1,2.9,2.6,2.7,11.1%
39868,PHIL149,00,비판적사고와논리,2022,1학기,4.6,0.75,2.7,2.6,3.8,3.5,72.2%
39869,PHIL148,05,동양철학입문,2022,1학기,4.4,0.75,3.3,3.3,4.6,3.8,55.9%
39870,PHIL148,04,동양철학입문,2022,1학기,4.8,0.5,2.2,2.3,3.5,3.4,61.8%
39871,PHIL148,03,동양철학입문,2022,1학기,3.7,0.75,2.9,2.8,3.8,3.1,33.3%
39872,PHIL148,02,동양철학입문,2022,1학기,3.9,0.75,3.5,3.1,3.3,3.1,28.9%
39873,PHIL148,01,동양철학입문,2022,1학기,3.7,0.5,2.5,2.1,2.3,2.2,36.0%
39874,PHIL147,05,서양철학입문,2022,1학기,3.7,1.0,3.2,3.1,3.4,3.1,27.3%
39875,PHIL147,04,서양철학입문,2022,1학기,4.4,1.0,3.5,3.2,4.4,3.8,63.3%
39876,PHIL147,03,서양철학입문,2022,1학기,2.8,1.0,3.0,2.7,1.9,2.4,11.1%
39877,PHIL147,02,서양철학입문,2022,1학기,4.1,1.0,3.2,3.0,4.0,3.5,57.1%
39878,PHIL147,01,서양철학입문,2022,1학기,3.9,0.5,2.7,2.6,2.7,2.7,50.0%
39879,PHIL145,02,불교와현대사회,2022,1학기,3.9,1.0,2.7,2.6,3.0,2.7,38.1%
39880,PHIL145,01,불교와현대사회,2022,1학기,4.2,0.75,3.5,3.4,3.1,3.2,52.4%
39881,PHIL143,00,동양예술의철학적이해,2022,1학기,3.9,0.75,3.1,3.3,3.7,3.3,40.0%
39882,PHIL131,00,희랍어,2022,1학기,4.4,0.5,4.3,4.0,4.3,4.3,55.6%
39883,PHIL129,00,영상예술의철학적이해,2022,1학기,4.2,0.75,2.4,2.3,3.3,3.2,53.1%
39884,PHIL124,00,현대사회의윤리적쟁점들,2022,1학기,4.5,0.5,3.7,3.3,4.4,4.3,43.5%
39885,PHIL122,00,문화의철학적이해,2022,1학기,3.6,0.5,2.4,2.6,2.0,2.5,22.7%
39886,PHIL121,00,한국사상산책,2022,1학기,3.8,0.75,3.6,3.1,3.3,3.1,50.0%
39887,PHIL120,00,그리스신화와비극,2022,1학기,4.2,0.75,2.9,3.0,3.5,3.9,52.4%
39888,PHIL114,02,현대철학의탐구,2022,1학기,3.4,1.0,3.6,4.1,2.8,3.3,23.5%
39889,PHIL114,01,현대철학의탐구,2022,1학기,3.7,1.0,3.5,3.3,3.0,3.2,36.4%
39890,PHIL109,03,철학이란무엇인가?,2022,1학기,4.0,1.0,3.9,3.6,4.0,3.5,38.1%
39891,PHIL109,02,철학이란무엇인가?,2022,1학기,3.6,1.0,3.3,2.9,3.4,3.2,25.9%
39892,PHIL109,01,철학이란무엇인가?,2022,1학기,4.4,1.0,2.3,1.9,3.3,3.0,50.0%
39893,PHIL104,02,성과욕망의철학,2022,1학기,4.4,0.75,2.1,2.0,2.4,2.6,58.1%
39894,PHIL104,01,성과욕망의철학,2022,1학기,3.8,1.0,2.8,2.1,2.9,2.8,30.0%
39895,PHIL101,00,문학과철학,2022,1학기,3.6,0.25,1.9,1.9,1.9,2.0,38.7%
39896,PHEK131,03,캠핑과안전,2022,1학기,4.8,0.75,1.8,1.8,5.0,4.6,40.0%
39897,PHEK131,02,캠핑과안전,2022,1학기,4.6,0.75,2.1,1.4,4.6,3.9,42.9%
39898,PHEK131,01,캠핑과안전,2022,1학기,4.8,0.5,2.3,2.4,3.8,4.2,44.4%
39899,PHEK130,02,현대인의몸과문화화정체육관,2022,1학기,4.0,0.5,2.1,2.6,3.6,3.6,14.3%
39900,PHEK128,02,탁구체육생활관,2022,1학기,4.7,1.0,1.6,1.6,3.9,3.8,40.0%
39901,PHEK128,01,탁구체육생활관,2022,1학기,4.7,0.5,1.7,1.7,4.3,4.7,42.9%
39902,PHEK126,05,피트니스앤헬스헬스장,2022,1학기,4.9,1.0,1.6,2.2,4.8,4.5,69.2%
39903,PHEK126,04,피트니스앤헬스헬스장,2022,1학기,4.0,0.75,2.0,1.8,3.2,3.0,20.0%
39904,PHEK126,03,피트니스앤헬스헬스장,2022,1학기,4.9,1.0,1.3,1.4,4.0,3.7,71.4%
39905,PHEK126,02,피트니스앤헬스헬스장,2022,1학기,4.8,1.0,2.3,2.1,4.6,4.0,80.0%
39906,PHEK126,01,피트니스앤헬스헬스장,2022,1학기,4.5,0.75,1.6,1.5,3.8,3.1,37.5%
39907,PHEK124,06,암벽등반암벽등반장,2022,1학기,4.9,1.0,1.6,2.6,4.1,4.7,28.6%
39908,PHEK124,05,암벽등반암벽등반장,2022,1학기,5.0,1.0,1.8,2.6,4.8,4.8,66.7%
39909,PHEK124,04,암벽등반암벽등반장,2022,1학기,4.9,1.0,1.9,2.4,4.7,4.7,77.8%
39910,PHEK124,03,암벽등반암벽등반장,2022,1학기,4.8,1.0,1.8,2.9,4.5,4.6,70.0%
39911,PHEK124,02,암벽등반암벽등반장,2022,1학기,4.6,1.0,2.4,3.6,3.6,4.2,60.0%
39912,PHEK124,01,암벽등반암벽등반장,2022,1학기,4.8,1.0,1.8,2.3,4.1,4.6,62.5%
39913,PHEK123,05,요가체육생활관,2022,1학기,4.8,0.75,1.5,1.7,4.5,4.0,50.0%
39914,PHEK123,04,요가화정체육관 에어로빅실,2022,1학기,4.6,1.0,1.3,1.4,4.1,3.8,66.7%
39915,PHEK123,03,요가화정체육관 에어로빅실,2022,1학기,5.0,0.75,2.3,2.0,4.4,4.3,85.7%
39916,PHEK123,02,요가화정체육관 에어로빅실,2022,1학기,4.7,1.0,1.7,2.2,4.5,4.0,50.0%
39917,PHEK123,01,요가화정체육관 에어로빅실,2022,1학기,4.8,1.0,1.5,2.4,4.6,4.3,75.0%
39918,PHEK120,04,배드민턴보조경기장*체육교육과 학생 수강금지,2022,1학기,5.0,1.0,2.0,1.4,4.4,4.0,62.5%
39919,PHEK120,03,배드민턴보조경기장*체육교육과 학생 수강금지,2022,1학기,4.9,1.0,1.7,1.7,4.7,4.7,50.0%
39920,PHEK120,02,배드민턴보조경기장*체육교육과 학생 수강금지,2022,1학기,5.0,1.0,1.7,2.2,4.5,4.7,66.7%
39921,PHEK120,01,배드민턴보조경기장*체육교육과 학생 수강금지,2022,1학기,5.0,1.0,1.5,1.4,4.3,4.6,66.7%
39922,PHEK118,03,농구체육생활관*체육교육과 학생 수강금지,2022,1학기,4.1,1.0,2.5,2.0,3.4,3.9,62.5%
39923,PHEK118,02,농구체육생활관*체육교육과 학생 수강금지,2022,1학기,4.7,1.0,1.9,2.1,3.9,4.0,28.6%
39924,PHEK118,01,농구체육생활관*체육교육과 학생 수강금지,2022,1학기,4.7,1.0,1.8,1.9,3.9,4.5,50.0%
39925,PHEK114,04,빙상아이스링크장,2022,1학기,4.9,1.0,1.3,1.9,4.6,4.4,44.4%
39926,PHEK114,03,빙상아이스링크장,2022,1학기,4.3,1.0,1.7,1.3,4.0,4.3,66.7%
39927,PHEK114,02,빙상아이스링크장,2022,1학기,4.9,1.0,1.7,2.1,4.7,4.5,20.0%
39928,PHEK114,01,빙상아이스링크장,2022,1학기,4.8,1.0,2.4,2.9,4.7,4.5,64.7%
39931,PHEK110,02,스포츠댄스체육생활관 무용실,2022,1학기,4.7,1.0,2.3,2.1,4.7,4.2,76.9%
39932,PHEK110,01,스포츠댄스체육생활관 무용실,2022,1학기,4.7,0.75,1.7,1.8,4.6,4.1,45.5%
39933,PHEK108,05,볼링볼링장,2022,1학기,4.8,1.0,1.7,2.0,4.7,4.2,66.7%
39934,PHEK108,04,볼링볼링장,2022,1학기,5.0,1.0,1.2,1.0,3.8,4.2,66.7%
