,ID,Class,Title,Year,Semester,course evaluation,attendance rate,learning load,course difficulty,teaching ability,achievement level,recommendation rate
39935,PHEK108,03,볼링볼링장,2022,1학기,4.8,1.0,2.0,2.1,4.4,4.6,50.0%
39936,PHEK108,02,볼링볼링장,2022,1학기,4.6,1.0,1.7,1.7,4.4,4.3,68.8%
39937,PHEK108,01,볼링볼링장,2022,1학기,4.4,0.75,1.8,2.0,4.1,3.6,50.0%
39940,PHEK107,03,골프골프장,2022,1학기,4.9,1.0,1.9,2.3,4.8,4.2,38.5%
39941,PHEK107,02,골프골프장,2022,1학기,4.8,1.0,2.1,2.3,4.1,3.8,25.0%
39942,PHEK107,01,골프골프장,2022,1학기,4.7,1.0,2.5,2.5,4.4,4.0,37.5%
39943,PHEK106,05,소프트볼녹지운동장,2022,1학기,4.8,1.0,1.8,1.7,4.2,4.7,100.0%
39945,PHEK106,03,소프트볼녹지운동장,2022,1학기,4.9,0.75,2.0,2.2,4.3,3.8,72.7%
39946,PHEK106,01,소프트볼녹지운동장,2022,1학기,4.6,0.75,1.0,1.0,3.1,2.0,42.9%
39948,PHEK105,02,테니스테니스장*체육교육과 학생 수강금지,2022,1학기,4.9,1.0,1.3,1.3,4.1,3.7,57.1%
39949,PHEK105,01,테니스테니스장*체육교육과 학생 수강금지,2022,1학기,4.2,0.75,2.5,3.0,4.0,3.6,25.0%
39950,PHEK104,02,스쿼시스쿼시장,2022,1학기,4.9,0.5,2.1,2.6,4.1,3.8,62.5%
39951,PHEK104,01,스쿼시스쿼시장,2022,1학기,4.2,0.5,1.7,2.1,3.5,3.6,35.7%
39952,PHEK103,03,수영노블레스 수영장*체육교육과 학생 수강금지 담당교수: 박재완,2022,1학기,5.0,0.75,2.7,2.7,5.0,4.2,33.3%
39954,PHEK103,01,수영노블레스 수영장*체육교육과 학생 수강금지,2022,1학기,4.8,0.75,1.7,2.3,4.3,4.2,41.7%
39957,PHEK102,01,호신술체육생활관 유도장,2022,1학기,4.6,1.0,2.2,2.2,4.3,3.4,50.0%
39958,PHEK101,01,축구녹지운동장*체육교육과 학생 수강금지,2022,1학기,4.8,1.0,1.9,1.4,4.3,4.5,62.5%
39959,PAPP120,00,창의적기획과문제해결,2022,1학기,4.3,1.0,3.0,3.0,3.7,3.6,42.9%
39960,PAPP111,00,정부와나(행정1전공자 수강불가),2022,1학기,4.3,0.5,3.4,2.8,4.0,3.5,38.5%
39961,LING144,00,언어와미디어연구,2022,1학기,4.2,1.0,3.9,3.7,3.8,3.9,56.0%
39962,LING122,00,언어와언어병리,2022,1학기,4.4,1.0,3.4,3.0,4.1,3.6,75.0%
39963,KORE157,00,한국근대문학과도시,2022,1학기,4.4,0.75,4.1,3.4,4.9,3.8,73.3%
39964,KORE156,00,한국어어문규범의이해와적용,2022,1학기,4.8,0.5,3.7,2.9,4.9,4.3,86.2%
39965,KORE155,00,문학과여성,2022,1학기,4.3,0.75,3.3,2.8,3.6,3.5,61.5%
39966,KORE153,00,한국현대문학의쟁점들,2022,1학기,3.6,0.75,4.0,4.3,2.7,3.4,27.8%
39967,KORE141,00,한국어의역사,2022,1학기,3.9,1.0,4.4,3.7,3.5,3.5,53.1%
39969,KORE139,02,학업한국어듣기,2022,1학기,4.7,1.0,3.0,2.3,4.3,4.0,42.9%
39970,KORE139,01,학업한국어듣기,2022,1학기,4.8,0.75,2.8,2.2,4.2,4.0,60.0%
39975,KORE134,00,아동청소년문학의이해,2022,1학기,4.3,1.0,3.3,2.8,3.7,3.3,52.4%
39976,KORE129,00,한국민요와대중가요,2022,1학기,4.3,0.75,3.3,2.7,4.3,3.3,45.2%
39977,KORE128,00,한국근대문학과영화,2022,1학기,3.8,0.75,3.4,2.9,3.6,3.5,31.6%
39978,KORE119,00,한국문학과세계문학,2022,1학기,4.1,0.5,4.0,4.4,4.6,4.2,37.0%
39979,KORE117,00,비교문학의이해,2022,1학기,4.2,1.0,3.0,2.9,4.1,3.3,50.0%
39980,KORE107,00,한국고전의세계,2022,1학기,4.3,0.75,2.5,2.1,3.7,3.0,47.6%
39981,JURA150,05,법학통론,2022,1학기,4.2,1.0,3.9,3.4,4.0,3.8,60.0%
39982,JURA150,04,법학통론,2022,1학기,4.7,1.0,3.7,3.2,4.3,4.3,68.8%
39983,JURA150,03,법학통론,2022,1학기,3.3,0.5,1.7,2.0,2.7,2.3,25.6%
39984,JURA150,02,법학통론,2022,1학기,4.6,1.0,3.7,3.4,4.6,4.3,77.1%
39985,JURA150,01,법학통론,2022,1학기,4.5,0.75,4.3,3.4,4.1,4.2,51.8%
39986,JAPN391,00,일본문학속의4차산업혁명과인간,2022,1학기,4.6,0.75,2.3,2.6,4.0,3.8,65.5%
39987,JAPN287,00,인텐시브일본어Ⅰ(외국어강의),2022,1학기,3.7,1.0,4.2,4.2,3.9,4.0,11.1%
39988,JAPN285,02,기초일본어독해Ⅰ(외국어강의),2022,1학기,4.7,1.0,2.5,2.1,4.4,3.5,90.9%
39989,JAPN285,01,기초일본어독해Ⅰ(외국어강의),2022,1학기,4.3,1.0,2.8,2.3,3.5,3.2,25.0%
39990,JAPN283,00,기초일본어작문Ⅰ(외국어강의),2022,1학기,4.6,1.0,2.7,2.1,4.0,3.6,57.1%
39991,JAPN282,00,비즈니스일본어(외국어강의),2022,1학기,4.7,1.0,3.3,3.2,4.4,4.1,66.7%
39992,JAPN281,03,영상일본어(외국어강의),2022,1학기,4.0,1.0,3.1,3.4,3.3,3.2,75.0%
39993,JAPN281,02,영상일본어(외국어강의),2022,1학기,4.0,1.0,4.0,4.3,4.3,4.0,45.5%
39994,JAPN281,01,영상일본어(외국어강의),2022,1학기,4.7,0.75,3.1,2.9,4.5,4.0,66.7%
39995,JAPN280,01,시사일본어(외국어강의),2022,1학기,4.4,0.75,3.8,3.8,3.9,3.8,27.3%
39996,JAPN253,00,일본어와일본문화,2022,1학기,4.7,1.0,1.8,1.5,4.3,3.6,70.8%
39997,JAPN132,00,대중문화로보는일본문화론(외국어강의),2022,1학기,4.5,1.0,2.0,1.9,4.0,3.5,65.2%
40001,IFLS320,02,영어를통한비판적사고(영강),2022,1학기,4.0,0.75,3.0,3.0,4.2,3.4,40.0%
40002,IFLS320,01,영어를통한비판적사고(영강),2022,1학기,4.0,0.75,3.7,3.5,3.5,3.2,33.3%
40003,IFLS319,03,영어발표와연설(영강)반도체공학과 분반(타과 수강신청 불가),2022,1학기,4.6,1.0,1.9,2.3,2.6,2.5,37.5%
40004,IFLS319,02,영어발표와연설(영강),2022,1학기,3.5,1.0,2.5,2.1,2.5,2.2,38.5%
40005,IFLS319,01,영어발표와연설(영강),2022,1학기,4.7,1.0,2.0,2.0,3.3,2.7,66.7%
40006,IFLS309,02,비즈니스영어(영강),2022,1학기,3.7,0.75,2.1,2.3,3.1,3.1,28.6%
40007,IFLS309,01,비즈니스영어(영강),2022,1학기,4.4,1.0,2.5,2.4,3.0,2.9,60.0%
40008,IFLS308,03,미디어영어(영강),2022,1학기,3.2,1.0,3.8,3.3,3.5,2.8,16.7%
40009,IFLS308,02,미디어영어(영강),2022,1학기,4.4,0.75,2.4,2.2,3.4,3.0,40.0%
40010,IFLS308,01,미디어영어(영강),2022,1학기,4.5,1.0,2.8,2.3,3.6,3.2,100.0%
40011,IFLS307,01,학술영작문-자연계(영강),2022,1학기,4.2,1.0,4.8,4.5,4.8,4.7,66.7%
40012,IFLS306,01,학술영작문-인문사회계(영강),2022,1학기,2.2,1.0,2.4,2.2,1.8,2.0,20.0%
40015,IFLS246,01,한국어중급쓰기,2022,1학기,4.9,1.0,2.9,3.1,4.1,3.9,85.7%
40019,IFLS243,03,한국어중급읽기,2022,1학기,4.8,1.0,2.2,2.6,4.4,3.8,40.0%
40023,IFLS242,03,한국어중급말하기,2022,1학기,4.9,0.75,2.3,2.3,4.5,4.4,37.5%
40024,IFLS242,02,한국어중급말하기,2022,1학기,4.2,1.0,3.0,3.2,3.7,4.2,50.0%
40025,IFLS242,01,한국어중급말하기,2022,1학기,4.5,1.0,2.3,2.0,3.8,3.5,50.0%
40035,IFLS156,02,고급영어토론(영강),2022,1학기,3.9,0.75,3.4,2.4,4.0,3.0,50.0%
40036,IFLS156,01,고급영어토론(영강),2022,1학기,4.4,0.75,3.4,2.7,4.3,3.8,66.7%
40038,IFLS112,E1,한국어고급Ⅰ(외국인 학부생반)- 한국어 집중교육 대상자 우선 수강신청,2022,1학기,3.6,0.75,3.7,3.1,3.9,4.0,57.1%
40053,HOKA155,00,한국의신분과사회상,2022,1학기,4.1,1.0,3.6,2.9,4.2,3.1,50.0%
40054,HOKA154,00,삼국사기와고려사의이해,2022,1학기,4.3,1.0,2.4,2.3,3.1,2.9,50.0%
40055,HOKA153,02,한국사와개혁운동,2022,1학기,4.3,1.0,3.7,3.1,4.3,3.9,52.2%
40056,HOKA153,01,한국사와개혁운동,2022,1학기,4.1,1.0,2.4,2.2,2.9,3.0,61.1%
40057,HOKA122,00,조선왕조실록의세계,2022,1학기,4.6,0.75,3.7,3.1,4.5,4.0,50.6%
40058,HOKA119,07,미래를생각하는한국사,2022,1학기,4.6,1.0,2.8,2.3,4.4,3.7,69.2%
40059,HOKA119,06,미래를생각하는한국사,2022,1학기,4.7,1.0,3.4,2.8,4.6,3.9,60.0%
40060,HOKA119,05,미래를생각하는한국사,2022,1학기,3.3,1.0,3.4,3.1,2.0,2.4,18.5%
40061,HOKA119,04,미래를생각하는한국사,2022,1학기,4.6,0.75,1.8,1.7,4.4,3.3,77.4%
40062,HOKA119,03,미래를생각하는한국사,2022,1학기,4.3,0.5,2.6,2.3,3.1,2.9,61.8%
40063,HOKA119,02,미래를생각하는한국사교원 변경,2022,1학기,4.6,1.0,3.1,2.2,3.9,3.6,64.3%
40064,HOKA119,01,미래를생각하는한국사,2022,1학기,4.4,1.0,2.5,2.1,2.9,3.0,35.3%
40065,HOKA118,00,한국역사상의전쟁과평화,2022,1학기,4.3,0.5,2.8,2.4,3.3,3.3,39.4%
40066,HOKA115,00,한국역사의국제적환경,2022,1학기,4.0,1.0,3.2,2.3,4.0,3.1,40.9%
40067,HOKA114,02,한국근현대민족운동사,2022,1학기,4.5,1.0,3.6,3.1,4.2,3.9,70.6%
40068,HOKA114,01,한국근현대민족운동사,2022,1학기,4.6,0.25,4.3,3.3,4.6,4.0,66.7%
40069,HOKA112,02,한국인의역사인식,2022,1학기,4.0,1.0,3.0,2.7,3.9,3.4,43.8%
40070,HOKA112,01,한국인의역사인식,2022,1학기,3.9,1.0,3.7,3.2,4.0,3.2,37.5%
40071,HOKA103,02,한국전통문화의이해,2022,1학기,4.2,0.75,2.9,2.6,3.6,3.1,47.1%
40072,HOKA103,01,한국전통문화의이해,2022,1학기,4.4,0.75,3.3,3.0,4.3,3.4,45.5%
40073,HOKA102,00,서울지역의향토문화,2022,1학기,4.5,0.75,1.7,1.7,3.0,2.7,50.0%
40074,HOKA101,00,과학과기술로본한국사,2022,1학기,4.4,0.75,1.6,2.1,3.4,2.5,52.9%
40075,HOEW140,03,새로보는서양의역사,2022,1학기,3.6,0.75,2.2,2.2,2.3,2.5,41.9%
40076,HOEW140,02,새로보는서양의역사,2022,1학기,4.7,0.75,2.4,2.0,4.3,3.4,65.2%
40077,HOEW140,01,새로보는서양의역사,2022,1학기,4.2,1.0,4.1,3.0,4.4,3.8,52.0%
40078,HOEW139,00,중국근현대의개혁과혁명,2022,1학기,4.7,1.0,2.9,2.5,4.3,4.0,57.9%
40079,HOEW138,00,중국의역사와인물,2022,1학기,4.2,0.25,3.3,3.0,3.7,3.3,27.3%
40080,HOEW137,07,동아시아사의재조명,2022,1학기,4.3,0.75,3.8,3.2,4.1,4.1,76.2%
40081,HOEW137,06,동아시아사의재조명,2022,1학기,3.4,1.0,4.4,3.4,3.3,3.3,12.5%
40082,HOEW137,05,동아시아사의재조명,2022,1학기,3.5,0.25,4.5,3.7,2.8,3.4,40.0%
40083,HOEW137,04,동아시아사의재조명,2022,1학기,3.9,1.0,3.3,3.2,2.9,3.0,40.0%
40084,HOEW137,03,동아시아사의재조명,2022,1학기,3.9,0.75,4.0,3.2,3.3,3.0,50.0%
40085,HOEW137,02,동아시아사의재조명,2022,1학기,4.1,1.0,3.9,3.4,4.6,3.8,57.1%
40086,HOEW137,01,동아시아사의재조명,2022,1학기,4.7,0.5,3.1,2.6,4.8,4.0,67.5%
40087,HOEW134,00,유목제국의세계,2022,1학기,4.6,0.5,3.6,2.9,4.5,3.4,60.0%
40088,HOEW132,03,라틴어,2022,1학기,3.9,1.0,4.6,4.4,4.3,4.4,43.5%
40089,HOEW132,02,라틴어,2022,1학기,4.3,0.75,4.1,4.0,4.5,3.6,33.3%
40090,HOEW132,01,라틴어,2022,1학기,4.3,0.75,3.3,3.2,3.0,3.4,48.3%
40091,HOEW131,03,서양문화의전통과유산,2022,1학기,4.1,1.0,3.7,3.2,4.9,3.8,35.7%
40092,HOEW131,02,서양문화의전통과유산,2022,1학기,3.9,1.0,3.5,2.7,3.6,3.4,56.5%
40093,HOEW131,01,서양문화의전통과유산,2022,1학기,3.1,0.5,3.7,3.7,2.0,3.1,11.1%
40094,HOEW128,03,서양문명사산책,2022,1학기,3.7,1.0,3.9,3.4,3.1,3.2,38.1%
40095,HOEW128,02,서양문명사산책,2022,1학기,4.7,0.75,2.4,2.2,4.1,3.4,68.6%
40096,HOEW128,01,서양문명사산책,2022,1학기,4.6,1.0,2.6,2.2,3.7,3.3,66.7%
40097,HOEW125,00,한일교류의역사,2022,1학기,3.7,1.0,4.1,3.4,3.7,3.3,37.0%
40098,HOEW115,00,유럽지성사,2022,1학기,4.7,1.0,2.6,2.5,3.4,3.7,64.7%
40099,HOEW101,00,동아시아문명사,2022,1학기,4.2,1.0,3.8,2.9,3.9,3.6,55.6%
40100,HISE134,00,서양문화사입문,2022,1학기,4.3,1.0,3.0,2.9,4.0,3.8,46.7%
40101,HISE133,00,일본역사와문화입문,2022,1학기,3.8,1.0,3.0,3.0,4.1,3.5,25.0%
40102,HISE131,00,한국역사와문화입문,2022,1학기,3.9,1.0,3.7,2.7,3.7,3.1,33.3%
40103,HISE104,00,전통시대동양의법과사회,2022,1학기,4.1,0.75,3.1,2.4,4.4,3.2,52.2%
40104,HISE103,00,쟁점으로보는한국사,2022,1학기,4.3,1.0,3.0,2.7,4.0,4.1,47.8%
40105,HISE102,00,근대화와동아시아세계,2022,1학기,4.2,0.75,3.0,2.9,4.3,3.2,45.8%
40106,HEED197,03,결혼과가족,2022,1학기,4.8,0.75,2.0,1.8,4.3,3.8,54.8%
40107,HEED197,02,결혼과가족,2022,1학기,4.1,1.0,3.0,2.6,3.7,3.1,48.1%
40108,HEED197,01,결혼과가족,2022,1학기,4.1,0.75,3.0,2.5,3.7,3.2,37.8%
40109,HEED101,02,청년발달과자기이해[1전공 가정교육과 학생 수강불가],2022,1학기,4.1,1.0,3.3,2.6,4.1,3.3,41.9%
40110,HEED101,01,청년발달과자기이해[1전공 가정교육과 학생 수강불가],2022,1학기,4.8,1.0,2.8,2.2,4.1,3.6,78.4%
40111,HANM133,01,교양한문Ⅰ,2022,1학기,4.8,0.75,3.7,3.0,4.6,4.1,59.1%
40112,HANM120,11,생활한자,2022,1학기,3.6,1.0,4.0,3.5,2.9,3.0,60.0%
40113,HANM120,10,생활한자,2022,1학기,4.6,1.0,2.8,2.4,4.0,3.5,60.9%
40114,HANM120,09,생활한자,2022,1학기,4.7,1.0,2.8,2.2,4.2,3.9,70.4%
40115,HANM120,08,생활한자,2022,1학기,4.1,1.0,4.6,3.9,4.2,3.8,35.1%
40116,HANM120,07,생활한자,2022,1학기,4.0,0.75,3.7,3.0,3.5,3.4,35.7%
40117,HANM120,06,생활한자,2022,1학기,4.8,1.0,2.7,2.1,4.4,3.8,79.5%
40118,HANM120,05,생활한자,2022,1학기,4.0,1.0,4.0,3.1,3.8,3.7,22.2%
40119,HANM120,04,생활한자,2022,1학기,4.5,1.0,4.1,3.3,3.8,3.9,45.9%
40120,HANM120,03,생활한자,2022,1학기,3.6,0.5,3.8,3.3,3.6,3.4,45.0%
40121,HANM120,02,생활한자,2022,1학기,4.5,1.0,4.1,3.1,4.4,3.9,50.0%
40122,HANM120,01,생활한자,2022,1학기,3.7,1.0,4.4,3.8,4.0,3.4,28.0%
40123,HANM110,02,동양의지혜,2022,1학기,3.4,0.75,3.8,2.7,2.7,2.3,20.7%
40124,HANM110,01,동양의지혜,2022,1학기,4.3,0.75,2.2,2.1,3.7,3.2,54.5%
40125,GERM173,02,독일어Ⅲ(외국어강의)독어독문학과 21학번 신입생 끝자리 짝수 학번 우선 수강,2022,1학기,4.3,0.75,3.8,3.7,4.3,4.0,50.0%
40126,GERM173,01,독일어Ⅲ(외국어강의)독어독문학과 21학번 신입생 끝자리 홀수 학번 우선 수강,2022,1학기,4.1,1.0,3.5,3.2,3.8,3.5,30.8%
40127,GERM165,00,영상독일어,2022,1학기,4.2,0.75,2.3,2.4,2.9,2.6,48.3%
40128,GERM164,00,독일어문법,2022,1학기,4.8,0.75,2.2,2.2,4.3,3.2,84.6%
40129,GERM144,00,독일소설과사회,2022,1학기,3.2,0.75,3.4,3.3,2.5,2.9,8.3%
40130,GERM143,00,독일도시와문학,2022,1학기,3.6,1.0,3.2,2.3,2.8,3.0,31.8%
40131,GERM141,00,독일문화와종교,2022,1학기,4.6,1.0,3.0,2.7,4.4,3.5,61.8%
40132,GERM140,02,독일연극의이해,2022,1학기,3.4,0.75,3.0,2.9,3.3,3.0,26.7%
40133,GERM140,01,독일연극의이해,2022,1학기,4.1,0.75,2.8,2.4,2.8,2.8,38.9%
40134,GERM139,00,독일예술의이해,2022,1학기,3.6,0.75,3.0,2.3,2.4,2.6,35.7%
40135,GERM138,00,독일여성문학,2022,1학기,3.3,0.75,3.6,3.2,2.5,3.0,19.0%
40136,GERM137,00,독일문학의탐색,2022,1학기,4.5,1.0,3.2,2.6,4.2,3.7,52.2%
40137,GEOG151,00,지리학입문,2022,1학기,4.5,0.5,1.7,1.7,3.6,2.7,62.5%
40138,GEOG101,00,도시와국토,2022,1학기,3.8,0.5,3.4,2.7,3.9,3.3,45.9%
40139,FRAN145,00,불영번역연습(외국어강의),2022,1학기,4.7,0.5,3.1,2.9,4.5,3.6,63.6%
40140,FRAN143,00,프랑스어독해Ⅰ(외국어강의),2022,1학기,4.8,0.5,3.9,3.5,4.8,4.1,68.8%
40141,FRAN135,00,프랑스역사와사회탐색,2022,1학기,3.9,1.0,3.5,3.3,2.7,3.4,31.0%
40142,FRAN134,00,프랑스문학탐색,2022,1학기,3.8,0.75,3.2,3.2,3.2,3.0,26.3%
40143,FRAN133,00,프랑스문화탐색,2022,1학기,4.6,0.75,3.5,2.6,4.6,3.9,75.0%
40144,ENGL173,00,글로벌리터러시(영강),2022,1학기,4.5,1.0,2.8,2.2,4.2,4.0,83.3%
40145,ENGL171,00,문화간영어커뮤니케이션(영강),2022,1학기,5.0,1.0,2.3,2.0,4.2,4.0,66.7%
40146,ENGL157,00,심화영어독해Ⅰ(영강),2022,1학기,4.7,1.0,2.7,2.7,4.5,4.2,50.0%
40147,ENGL126,05,실용영어읽기와쓰기(영강),2022,1학기,4.8,1.0,2.5,2.5,4.9,3.5,62.5%
40148,ENGL126,04,실용영어읽기와쓰기(영강),2022,1학기,4.9,1.0,2.5,1.9,4.7,4.0,78.6%
40150,ENGL126,02,실용영어읽기와쓰기(영강),2022,1학기,4.5,1.0,2.5,2.4,4.5,3.5,63.6%
40151,ENGL126,01,실용영어읽기와쓰기(영강),2022,1학기,3.6,1.0,3.0,2.6,3.0,3.4,20.0%
40152,ENGL125,00,고급영문법(영강),2022,1학기,4.2,1.0,3.6,3.5,4.6,4.0,53.8%
40154,ENGL123,07,영어읽기와토론Ⅰ(영강),2022,1학기,4.8,1.0,2.4,2.3,4.6,3.9,70.6%
40155,ENGL123,06,영어읽기와토론Ⅰ(영강),2022,1학기,3.7,0.75,3.7,3.6,3.6,3.9,50.0%
40156,ENGL123,05,영어읽기와토론Ⅰ(영강),2022,1학기,3.7,0.5,3.8,3.0,3.1,2.8,22.2%
40157,ENGL123,04,영어읽기와토론Ⅰ(영강),2022,1학기,3.6,1.0,2.1,2.3,2.6,2.9,22.2%
40158,ENGL123,03,영어읽기와토론Ⅰ(영강),2022,1학기,4.7,1.0,2.4,2.1,4.4,4.2,76.2%
40159,ENGL123,02,영어읽기와토론Ⅰ(영강),2022,1학기,4.1,1.0,3.4,2.8,3.9,3.6,35.0%
40160,ENGL122,00,시사영어(영강),2022,1학기,4.3,1.0,2.2,2.2,3.1,3.2,75.0%
40162,ENGL121,03,기업영어실습(영강),2022,1학기,3.0,1.0,2.4,2.1,2.9,2.9,28.6%
40163,ENGL121,02,기업영어실습(영강),2022,1학기,4.1,0.75,2.4,2.3,3.6,3.0,72.7%
40164,ENGL120,00,영어통역과번역,2022,1학기,4.2,1.0,3.7,3.9,4.1,3.9,55.6%
40165,ENGL101,00,영미단편강독,2022,1학기,4.3,0.5,2.7,2.6,3.5,3.2,42.6%
40166,ELED102,00,영화로읽는영미문학(영강),2022,1학기,4.4,1.0,2.8,2.2,3.4,3.7,77.8%
40167,EGRN125,05,기술창업을위한가상공학실험I,2022,1학기,4.0,0.75,2.4,2.4,3.6,3.0,42.9%
40168,EGRN125,04,기술창업을위한가상공학실험I,2022,1학기,4.6,0.5,2.3,2.1,3.6,3.9,57.1%
40169,EGRN125,03,기술창업을위한가상공학실험I,2022,1학기,4.2,0.25,2.3,2.7,3.4,2.8,58.3%
40170,EGRN125,02,기술창업을위한가상공학실험I,2022,1학기,3.7,0.5,2.8,2.8,3.2,3.5,54.5%
40171,EGRN125,01,기술창업을위한가상공학실험I,2022,1학기,3.9,0.5,2.2,2.3,3.4,3.2,50.0%
40172,EGRN123,02,기술창업을위한가상공학실험Ⅲ,2022,1학기,4.3,0.5,2.8,2.8,3.7,2.9,50.0%
40173,ECON110,02,경제학개론(경제1전공자 수강불가),2022,1학기,4.2,0.75,3.5,2.8,3.4,3.4,34.5%
40174,ECON110,01,경제학개론(경제1전공자 수강불가),2022,1학기,3.7,0.75,4.1,3.6,2.7,3.5,34.8%
40175,COSE157,00,3D콘텐츠 이론 및 활용,2022,1학기,4.5,0.75,3.5,3.1,4.4,4.4,66.7%
40176,COLA403,00,인문학과스타트업,2022,1학기,4.2,1.0,2.7,2.8,3.2,3.2,31.6%
40177,COLA402,00,데이터인문학,2022,1학기,4.6,1.0,4.7,4.3,4.5,4.5,66.7%
40178,COLA401,03,인문고전세미나,2022,1학기,4.3,1.0,3.3,2.9,3.8,3.8,73.7%
40179,COLA401,02,인문고전세미나,2022,1학기,4.4,1.0,2.7,2.3,4.1,3.8,66.7%
40180,COLA401,01,인문고전세미나,2022,1학기,4.6,1.0,2.8,2.4,4.3,3.8,56.3%
40181,CHIN120,00,중국어번역연습,2022,1학기,4.5,1.0,3.3,3.0,4.0,4.1,58.3%
40182,CHIN109,04,비즈니스중국어(외국어강의),2022,1학기,2.8,1.0,3.0,2.9,2.7,2.3,10.0%
40183,CHIN109,03,비즈니스중국어(외국어강의),2022,1학기,3.2,1.0,3.8,2.8,2.2,2.3,16.7%
40184,CHIN109,01,비즈니스중국어(외국어강의),2022,1학기,4.0,1.0,3.5,2.9,4.3,3.4,55.0%
40185,CHIN108,00,"실용중국어작문(외국어강의)중국,대만,홍콩 국적자 수강 불가",2022,1학기,4.8,1.0,3.5,3.4,4.7,4.1,63.6%
40186,CHIN107,00,영상중국어(외국어강의),2022,1학기,4.8,1.0,3.2,2.5,4.3,3.3,76.9%
40187,CHIN106,00,시사중국어(외국어강의),2022,1학기,4.4,1.0,2.1,2.3,3.0,2.8,33.3%
40188,CHIN105,00,중국문학산책,2022,1학기,4.5,1.0,3.6,3.0,4.8,4.0,85.7%
40189,CHBE153,00,화공생명공학컴퓨팅및정보학입문(영강),2022,1학기,4.3,0.75,4.3,4.0,3.8,4.1,51.6%
40191,GESO155,00,사랑의심리학,2022,1학기,3.9,0.75,2.5,2.4,2.9,2.9,39.0%
40192,GESO153,00,스트레스관리와감정조절(영강),2022,1학기,4.7,0.5,2.5,2.0,4.2,3.7,50.0%
40193,GESO143,00,중국의대외정책과동아시아국제관계,2022,1학기,3.7,0.5,3.9,3.3,2.7,3.5,30.9%
40194,GESO142,00,정보사회와윤리(영강),2022,1학기,3.2,0.0,2.8,3.0,3.2,3.2,
40195,GESO123,00,여성학,2022,1학기,4.2,1.0,3.1,2.7,4.2,4.1,62.5%
40196,GESO120,00,동아시아공동체,2022,1학기,3.0,0.5,4.3,3.9,3.3,3.4,26.1%
40197,GESO114,00,"국제사회와법,그리고한국",2022,1학기,3.2,0.5,3.3,3.4,2.8,3.0,25.0%
40198,GESO056,00,역사로보는환경,2022,1학기,3.8,0.75,3.9,3.5,3.4,3.5,23.1%
40199,GESO051,00,한국의사회변동과교육,2022,1학기,4.2,0.5,3.3,3.5,3.5,4.4,81.8%
40200,GELA143,00,문학으로젠더읽기,2022,1학기,4.5,0.5,3.9,3.6,4.7,4.3,60.5%
40201,GELA142,00,조선시대문학관의이해,2022,1학기,3.4,0.75,3.6,2.7,3.1,2.7,45.5%
40202,GELA141,00,포르투갈어권문화와문학(영강),2022,1학기,4.0,0.5,3.1,2.8,3.8,3.4,47.1%
40203,GELA140,00,동서양의사랑시,2022,1학기,3.5,0.75,3.6,3.1,3.2,2.8,27.9%
40204,GELA138,00,사진과탈근대사회,2022,1학기,3.9,0.75,1.8,1.8,2.3,2.0,38.6%
40205,GELA136,00,서양중세로의초대,2022,1학기,4.3,0.75,3.4,3.0,3.7,3.5,77.8%
40206,GELA134,00,클래식음악의이해와감상,2022,1학기,4.8,1.0,2.8,2.3,4.5,4.1,76.2%
40207,GELA131,00,한국의젊은시인들 M,2022,1학기,3.7,0.75,2.4,2.6,2.6,2.5,33.8%
40208,GELA126,00,"문학의고전,문화의정전",2022,1학기,4.1,1.0,3.1,3.4,3.6,3.2,29.4%
40209,GELA107,00,한국고전문학과배경사상,2022,1학기,4.2,0.5,1.7,2.0,2.7,2.6,57.4%
40210,GELA077,00,어떻게영화를읽을것인가,2022,1학기,3.2,0.75,4.0,3.3,2.9,2.8,21.0%
40211,GELA061,00,중남미문학의이해,2022,1학기,4.0,0.5,3.2,3.0,4.0,3.4,44.2%
40212,GELA053,00,한국시속에살아있는독일문학,2022,1학기,4.3,0.5,3.4,2.8,3.9,3.6,47.5%
40213,GELA013,00,연극의이해,2022,1학기,3.6,0.75,2.9,2.2,2.9,2.8,21.9%
40214,GEST151,00,데이터과학과인공지능,2022,1학기,4.6,0.75,2.6,2.5,4.5,3.6,68.1%
40215,GEQR084,00,인공지능과인간,2022,1학기,3.8,0.75,3.0,2.7,3.0,3.0,60.9%
40216,GEQR083,00,가상현실과문화,2022,1학기,4.1,1.0,3.4,3.1,3.7,3.5,43.2%
40217,GEQR082,00,디지털거버넌스[강의실: SK미래관 B140],2022,1학기,4.0,0.75,4.3,3.9,3.7,3.6,44.7%
40218,GEQR079,00,IT와사회규범,2022,1학기,3.2,0.75,4.5,3.9,3.1,3.1,22.9%
40219,GEQR077,00,인공지능사회와윤리,2022,1학기,4.8,0.75,1.9,2.0,4.0,3.6,61.0%
40220,GEQR075,00,미래모빌리티기술,2022,1학기,4.8,0.25,1.9,2.0,4.5,3.5,77.4%
40221,GEQR067,00,하이퍼텍스트와계산가능성[변경:대면→비대면(2022.2.17)],2022,1학기,3.9,0.75,3.9,4.0,2.7,3.0,34.8%
40222,GEQR042,00,우리수학사와현대수학,2022,1학기,3.5,0.5,3.9,4.3,2.9,2.9,12.5%
40223,GEQR023,00,문제해결을위한과학적접근(영강),2022,1학기,2.1,1.0,3.2,3.1,1.8,1.8,5.3%
